f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,y
04/11/2018,2,8.2,62,0.2,1415,1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,378
12/04/2018,21,13.4,15,2.7,2000,-12.7,0.0,0.0,0.0,Spring,No Holiday,Yes,1241
29/11/2018,18,0.0,46,0.9,1566,-4.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1577
29/05/2018,9,21.0,67,1.1,1012,14.6,0.54,0.0,0.0,Spring,No Holiday,Yes,1192
07/01/2018,21,1.2,39,0.6,1378,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes,236
19/09/2018,13,26.5,39,1.7,1560,11.4,2.15,0.0,0.0,Autumn,No Holiday,No,0
16/02/2018,18,1.4,56,3.2,1932,-6.4,0.22,0.0,0.0,Winter,Holiday,Yes,165
15/02/2018,18,1.1,18,2.5,2000,-20.6,0.2,0.0,0.0,Winter,Holiday,Yes,190
15/03/2018,1,16.3,68,2.1,1859,10.3,0.0,0.0,0.0,Spring,No Holiday,Yes,355
13/10/2018,7,6.2,83,0.8,1100,3.5,0.01,0.0,0.0,Autumn,No Holiday,Yes,412
09/08/2018,2,28.5,79,1.2,1546,24.4,0.0,0.0,0.0,Summer,No Holiday,Yes,466
03/08/2018,14,37.4,40,2.8,1519,21.5,2.03,0.0,0.0,Summer,No Holiday,Yes,575
29/06/2018,14,27.8,57,2.1,760,18.4,2.62,0.0,0.0,Summer,No Holiday,Yes,1175
16/05/2018,22,21.9,97,1.5,164,21.3,0.0,0.0,0.0,Spring,No Holiday,Yes,399
23/03/2018,14,12.4,33,2.9,811,-3.4,2.71,0.0,0.0,Spring,No Holiday,Yes,758
14/10/2018,16,19.1,31,2.1,1960,1.5,1.27,0.0,0.0,Autumn,No Holiday,Yes,2097
14/12/2017,19,-4.2,40,0.9,1216,-15.8,0.0,0.0,0.0,Winter,No Holiday,Yes,410
05/09/2018,13,27.3,46,4.8,1983,14.6,2.92,0.0,0.0,Autumn,No Holiday,Yes,1039
29/11/2018,10,3.9,28,0.6,1627,-12.9,0.49,0.0,0.0,Autumn,No Holiday,Yes,595
16/08/2018,21,26.8,46,2.0,2000,14.2,0.0,0.0,0.0,Summer,No Holiday,Yes,2127
17/07/2018,6,24.0,81,0.9,1271,20.5,0.02,0.0,0.0,Summer,No Holiday,Yes,713
13/03/2018,11,12.6,49,1.4,988,2.1,0.84,0.0,0.0,Spring,No Holiday,Yes,571
12/02/2018,22,-4.2,57,1.7,2000,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes,200
30/07/2018,11,33.2,46,1.4,1968,20.0,2.16,0.0,0.0,Summer,No Holiday,Yes,623
28/08/2018,15,25.2,96,0.6,1754,24.5,0.51,0.5,0.0,Summer,No Holiday,Yes,122
22/03/2018,22,3.9,66,2.7,990,-1.8,0.0,0.0,0.0,Spring,No Holiday,Yes,621
22/10/2018,18,17.3,43,0.9,783,4.5,0.08,0.0,0.0,Autumn,No Holiday,Yes,2613
10/10/2018,22,9.2,55,0.9,2000,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1255
15/11/2018,3,6.5,75,1.1,970,2.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,219
11/09/2018,14,25.8,37,1.5,1995,9.9,2.22,0.0,0.0,Autumn,No Holiday,Yes,1115
24/09/2018,20,17.6,57,1.4,2000,8.9,0.0,0.0,0.0,Autumn,Holiday,Yes,1227
22/09/2018,15,25.4,32,3.8,1980,7.4,2.42,0.0,0.0,Autumn,No Holiday,Yes,1814
03/09/2018,9,23.6,86,1.2,336,21.1,0.14,2.0,0.0,Autumn,No Holiday,Yes,719
22/10/2018,21,13.4,56,0.7,758,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1513
08/12/2017,5,-5.8,56,2.0,1941,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes,84
21/08/2018,20,27.7,69,1.6,1992,21.4,0.01,0.0,0.0,Summer,No Holiday,Yes,2169
11/06/2018,7,19.1,59,1.1,2000,10.8,0.38,0.0,0.0,Summer,No Holiday,Yes,1629
18/04/2018,9,11.2,31,1.7,1299,-5.3,1.59,0.0,0.0,Spring,No Holiday,Yes,987
13/07/2018,21,27.2,80,2.3,1870,23.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1924
20/04/2018,12,22.5,33,1.8,894,5.4,2.88,0.0,0.0,Spring,No Holiday,Yes,1019
17/04/2018,23,10.1,41,1.1,1509,-2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,680
04/11/2018,17,16.9,33,2.2,1972,0.5,0.43,0.0,0.0,Autumn,No Holiday,Yes,1596
30/07/2018,3,27.4,59,1.4,2000,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes,253
30/09/2018,0,18.1,60,0.2,2000,10.2,0.0,0.0,0.0,Autumn,No Holiday,No,0
16/08/2018,19,29.8,45,2.5,2000,16.5,0.36,0.0,0.0,Summer,No Holiday,Yes,2286
13/06/2018,23,21.5,62,0.1,1827,13.9,0.0,0.0,0.0,Summer,No Holiday,Yes,1394
21/04/2018,19,20.7,15,2.0,2000,-6.9,0.34,0.0,0.0,Spring,No Holiday,Yes,1711
01/12/2017,18,0.6,66,1.4,2000,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes,862
03/05/2018,19,13.3,49,3.6,1919,2.7,0.45,0.0,0.0,Spring,No Holiday,Yes,1663
19/09/2018,7,19.0,74,0.8,1650,14.2,0.03,0.0,0.0,Autumn,No Holiday,No,0
20/05/2018,16,22.2,23,2.2,2000,0.0,1.66,0.0,0.0,Spring,No Holiday,Yes,2143
01/05/2018,4,18.0,85,0.3,275,15.4,0.0,0.0,0.0,Spring,Holiday,Yes,187
10/10/2018,2,14.4,91,0.4,402,12.9,0.0,4.5,0.0,Autumn,No Holiday,Yes,55
01/03/2018,14,1.2,36,6.0,1430,-12.2,2.86,0.0,0.0,Spring,Holiday,Yes,375
26/01/2018,12,-14.4,30,2.7,1906,-28.2,1.17,0.0,0.5,Winter,No Holiday,Yes,111
27/06/2018,10,21.4,85,1.1,596,18.7,1.34,0.0,0.0,Summer,No Holiday,Yes,862
23/07/2018,19,32.6,58,3.2,1962,23.2,0.45,0.0,0.0,Summer,No Holiday,Yes,2112
12/11/2018,10,8.3,50,1.1,1364,-1.5,1.23,0.0,0.0,Autumn,No Holiday,Yes,683
09/04/2018,16,15.3,24,1.5,1534,-5.1,2.0,0.0,0.0,Spring,No Holiday,Yes,1185
08/12/2017,14,-1.3,27,3.1,1906,-17.9,1.12,0.0,0.0,Winter,No Holiday,Yes,350
28/09/2018,23,16.6,69,1.0,2000,10.8,0.0,0.0,0.0,Autumn,No Holiday,No,0
02/10/2018,15,21.8,38,2.6,1913,6.8,2.22,0.0,0.0,Autumn,No Holiday,No,0
14/02/2018,12,6.9,67,3.9,986,1.1,0.42,0.0,0.0,Winter,No Holiday,Yes,312
08/08/2018,5,27.9,84,0.0,1172,24.9,0.0,0.0,0.0,Summer,No Holiday,Yes,260
03/09/2018,8,24.2,70,1.4,2000,18.3,0.16,0.0,0.0,Autumn,No Holiday,Yes,1580
23/06/2018,16,28.3,48,3.1,1232,16.2,2.41,0.0,0.0,Summer,No Holiday,Yes,1837
14/02/2018,0,2.0,65,2.2,1885,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,178
12/03/2018,5,3.3,53,0.4,1208,-5.3,0.0,0.0,0.0,Spring,No Holiday,Yes,106
13/11/2018,7,4.4,72,0.3,1189,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1066
27/07/2018,11,32.7,56,1.9,1034,22.7,2.57,0.0,0.0,Summer,No Holiday,Yes,619
30/10/2018,6,0.8,69,1.4,2000,-4.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,394
27/08/2018,19,24.7,83,0.4,2000,21.6,0.1,0.0,0.0,Summer,No Holiday,Yes,1615
01/11/2018,9,4.7,60,0.9,1219,-2.4,0.82,0.0,0.0,Autumn,No Holiday,Yes,1011
28/07/2018,11,32.8,62,0.6,881,24.5,1.3,0.0,0.0,Summer,No Holiday,Yes,592
26/06/2018,19,24.2,94,4.7,242,23.1,0.03,1.5,0.0,Summer,No Holiday,Yes,203
21/11/2018,22,4.6,48,2.2,1782,-5.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,825
12/06/2018,18,24.9,53,3.6,2000,14.6,1.28,0.0,0.0,Summer,No Holiday,Yes,3404
18/01/2018,7,1.5,86,1.1,189,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes,279
20/01/2018,13,6.3,55,3.0,792,-2.0,0.85,0.0,0.0,Winter,No Holiday,Yes,356
22/07/2018,5,25.5,72,0.4,2000,20.0,0.0,0.0,0.0,Summer,No Holiday,Yes,256
25/01/2018,5,-15.8,37,2.7,2000,-27.1,0.0,0.0,0.7,Winter,No Holiday,Yes,34
01/09/2018,19,27.8,48,1.1,2000,15.7,0.08,0.0,0.0,Autumn,No Holiday,Yes,1891
29/07/2018,23,29.9,45,1.4,2000,16.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1108
18/06/2018,20,25.7,43,2.1,2000,12.1,0.12,0.0,0.0,Summer,No Holiday,Yes,2515
30/01/2018,15,-1.6,55,2.5,1891,-9.4,0.64,0.0,0.0,Winter,No Holiday,Yes,173
15/07/2018,20,29.2,72,2.1,1932,23.6,0.09,0.0,0.0,Summer,No Holiday,Yes,2058
25/06/2018,18,30.7,43,1.6,931,16.6,0.74,0.0,0.0,Summer,No Holiday,Yes,3238
07/11/2018,22,13.2,74,1.4,1407,8.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1003
07/02/2018,12,-6.0,24,2.6,1964,-23.3,1.97,0.0,0.0,Winter,No Holiday,Yes,188
28/02/2018,4,5.4,56,1.7,472,-2.6,0.0,0.0,0.0,Winter,No Holiday,Yes,72
08/06/2018,0,19.1,82,2.2,874,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes,926
04/06/2018,17,24.9,46,2.0,1855,12.4,0.91,0.0,0.0,Summer,No Holiday,Yes,2190
10/11/2018,9,10.1,77,0.0,350,6.2,0.45,0.0,0.0,Autumn,No Holiday,Yes,628
01/06/2018,10,25.3,45,1.3,1371,12.5,2.45,0.0,0.0,Summer,No Holiday,Yes,862
31/12/2017,9,-1.9,82,1.6,410,-4.5,0.15,0.0,1.2,Winter,Holiday,Yes,103
31/05/2018,13,25.0,47,2.5,1120,12.8,3.34,0.0,0.0,Spring,No Holiday,Yes,1151
04/08/2018,6,29.1,63,1.6,1818,21.3,0.0,0.0,0.0,Summer,No Holiday,Yes,289
19/02/2018,16,6.3,35,2.9,1117,-8.0,1.1,0.0,0.0,Winter,No Holiday,Yes,403
08/05/2018,1,16.0,64,1.0,1600,9.1,0.0,0.0,0.0,Spring,No Holiday,Yes,430
05/05/2018,16,23.2,30,4.5,1787,4.6,1.49,0.0,0.0,Spring,No Holiday,Yes,1223
28/11/2018,18,6.3,25,2.0,1653,-12.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1536
03/09/2018,10,23.3,89,0.7,1716,21.3,0.2,0.5,0.0,Autumn,No Holiday,Yes,434
16/01/2018,6,1.2,69,0.6,436,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes,140
11/10/2018,1,7.3,59,0.1,2000,-0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,541
04/04/2018,22,10.9,58,1.5,2000,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes,1041
10/03/2018,18,6.2,61,3.2,1411,-0.7,0.4,0.0,0.0,Spring,No Holiday,Yes,664
19/01/2018,9,-2.1,42,1.3,1519,-13.3,0.17,0.0,0.0,Winter,No Holiday,Yes,387
22/02/2018,15,5.0,49,4.4,1138,-4.8,0.96,0.0,0.0,Winter,No Holiday,Yes,356
09/12/2017,1,-4.1,49,0.6,2000,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes,296
05/10/2018,19,16.6,96,2.4,1072,15.9,0.0,1.5,0.0,Autumn,No Holiday,Yes,55
25/12/2017,2,-1.8,53,4.1,1825,-10.1,0.0,0.0,0.0,Winter,Holiday,Yes,115
02/01/2018,3,-2.5,62,0.4,1626,-8.7,0.0,0.0,0.0,Winter,No Holiday,Yes,41
10/03/2018,19,5.3,67,2.6,1314,-0.3,0.02,0.0,0.0,Spring,No Holiday,Yes,573
31/01/2018,14,-0.7,33,2.7,1984,-15.0,0.56,0.0,2.5,Winter,No Holiday,Yes,156
15/02/2018,22,-1.9,30,0.8,2000,-17.2,0.0,0.0,0.0,Winter,Holiday,Yes,145
20/10/2018,4,8.9,75,0.4,1877,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,246
28/05/2018,2,16.5,58,0.3,1759,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,335
05/05/2018,20,19.7,53,2.0,1841,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes,1562
10/06/2018,16,24.8,51,1.6,2000,13.9,1.17,0.0,0.0,Summer,No Holiday,Yes,2333
01/11/2018,14,14.9,31,2.5,1872,-2.1,2.06,0.0,0.0,Autumn,No Holiday,Yes,1040
19/09/2018,15,25.9,39,1.4,1836,10.8,0.9,0.0,0.0,Autumn,No Holiday,No,0
23/06/2018,19,25.7,59,2.8,1083,17.0,0.38,0.0,0.0,Summer,No Holiday,Yes,2288
25/02/2018,9,-0.3,48,1.1,1394,-10.0,0.43,0.0,0.0,Winter,No Holiday,Yes,173
17/06/2018,2,20.5,76,1.1,994,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes,755
18/02/2018,0,-3.6,33,1.7,2000,-17.5,0.0,0.0,0.0,Winter,No Holiday,Yes,99
11/09/2018,21,22.2,50,1.3,2000,11.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,2018
02/05/2018,11,18.0,85,1.1,411,15.4,0.45,0.0,0.0,Spring,No Holiday,Yes,206
10/03/2018,3,1.3,80,0.6,705,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes,139
30/01/2018,7,-11.3,57,0.9,1984,-18.1,0.0,0.0,0.0,Winter,No Holiday,Yes,214
15/12/2017,6,-7.4,64,0.7,906,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes,129
02/07/2018,15,24.2,93,1.0,590,22.9,0.78,0.0,0.0,Summer,No Holiday,Yes,619
06/11/2018,18,14.0,71,1.5,201,8.8,0.01,0.0,0.0,Autumn,No Holiday,No,0
16/03/2018,7,3.7,59,2.9,2000,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,652
31/12/2017,7,-1.8,86,1.7,367,-3.8,0.0,0.0,1.2,Winter,Holiday,Yes,39
09/06/2018,17,28.2,39,2.9,1653,12.9,0.7,0.0,0.0,Summer,No Holiday,Yes,2355
10/01/2018,16,-5.4,30,3.9,2000,-20.2,0.69,0.0,0.2,Winter,No Holiday,Yes,196
31/08/2018,3,23.3,81,1.7,1068,19.8,0.0,0.0,0.0,Summer,No Holiday,Yes,297
26/04/2018,12,19.6,36,2.2,962,4.1,2.55,0.0,0.0,Spring,No Holiday,Yes,1197
11/08/2018,4,27.4,69,1.0,2000,21.2,0.0,0.0,0.0,Summer,No Holiday,Yes,266
23/11/2018,2,-1.0,43,3.1,2000,-12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,279
14/05/2018,4,11.9,94,1.3,210,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,121
24/01/2018,3,-15.2,30,3.4,2000,-28.9,0.0,0.0,0.9,Winter,No Holiday,Yes,32
26/01/2018,4,-16.4,36,1.5,2000,-28.0,0.0,0.0,0.5,Winter,No Holiday,Yes,24
28/12/2017,12,-0.8,38,1.0,1686,-13.3,0.75,0.0,0.0,Winter,No Holiday,Yes,286
01/02/2018,4,-7.1,56,1.8,1841,-14.4,0.0,0.0,1.6,Winter,No Holiday,Yes,37
18/08/2018,23,25.9,52,1.3,2000,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1342
23/10/2018,17,15.7,63,3.2,1118,8.6,0.39,0.0,0.0,Autumn,No Holiday,Yes,1604
10/09/2018,5,19.1,62,1.6,2000,11.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,226
03/07/2018,18,32.2,57,1.8,1880,22.5,1.53,0.0,0.0,Summer,No Holiday,Yes,2965
07/03/2018,11,8.0,43,1.7,1909,-3.8,1.74,0.0,0.0,Spring,No Holiday,Yes,441
16/11/2018,13,14.4,49,3.5,890,3.8,1.71,0.0,0.0,Autumn,No Holiday,Yes,920
15/11/2018,4,6.1,72,0.5,1052,1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,154
15/01/2018,5,5.0,76,1.9,808,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes,55
16/03/2018,4,5.7,62,2.4,2000,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,85
06/09/2018,9,23.5,72,0.5,1485,18.1,0.95,0.0,0.0,Autumn,No Holiday,Yes,1186
12/07/2018,22,25.9,83,0.6,1827,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,1945
13/04/2018,6,8.3,35,0.3,2000,-6.2,0.0,0.0,0.0,Spring,No Holiday,Yes,368
20/08/2018,8,26.6,54,1.1,1739,16.5,0.75,0.0,0.0,Summer,No Holiday,Yes,1912
20/08/2018,23,28.5,62,4.9,1882,20.5,0.0,0.0,0.0,Summer,No Holiday,Yes,1241
03/12/2017,19,5.7,85,1.7,309,3.3,0.0,0.0,0.0,Winter,No Holiday,Yes,422
04/10/2018,3,13.6,75,0.8,1960,9.2,0.0,0.0,0.0,Autumn,No Holiday,No,0
05/03/2018,13,8.3,51,2.0,2000,-1.2,1.42,0.0,0.0,Spring,No Holiday,Yes,465
31/08/2018,10,25.5,53,2.3,1843,15.2,1.81,0.0,0.0,Summer,No Holiday,Yes,794
20/11/2018,8,0.3,53,0.9,1971,-8.1,0.05,0.0,0.0,Autumn,No Holiday,Yes,1818
01/10/2018,12,18.4,40,3.5,1958,4.5,2.28,0.0,0.0,Autumn,No Holiday,Yes,1138
02/11/2018,1,6.6,69,0.0,1512,1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,560
10/07/2018,18,26.2,82,0.4,1408,22.8,0.21,0.0,0.0,Summer,No Holiday,Yes,1665
23/04/2018,15,9.5,96,2.2,350,8.8,0.31,1.5,0.0,Spring,No Holiday,Yes,14
09/03/2018,15,7.7,51,2.9,670,-1.8,0.94,0.0,0.0,Spring,No Holiday,Yes,611
19/07/2018,0,25.9,76,1.3,984,21.3,0.0,0.0,0.0,Summer,No Holiday,Yes,1068
16/08/2018,23,25.0,44,2.2,2000,11.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1446
15/03/2018,16,10.7,98,1.2,196,10.3,0.14,0.0,0.0,Spring,No Holiday,Yes,214
24/03/2018,11,9.0,56,2.0,399,0.6,1.11,0.0,0.0,Spring,No Holiday,Yes,589
07/11/2018,18,14.4,77,1.0,912,10.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1347
28/11/2018,17,7.6,23,2.9,1678,-12.2,0.25,0.0,0.0,Autumn,No Holiday,Yes,1099
17/01/2018,15,8.5,49,1.3,400,-1.6,0.73,0.0,0.0,Winter,No Holiday,Yes,278
21/11/2018,3,6.5,87,1.0,710,4.4,0.0,1.0,0.0,Autumn,No Holiday,Yes,112
18/07/2018,19,30.6,54,2.8,1531,20.2,0.59,0.0,0.0,Summer,No Holiday,Yes,2281
24/08/2018,7,24.2,88,2.3,2000,22.0,0.05,0.0,0.0,Summer,No Holiday,Yes,400
28/10/2018,4,6.8,65,1.1,2000,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,148
16/06/2018,0,19.0,57,1.6,2000,10.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1217
29/07/2018,6,26.4,76,0.4,1813,21.8,0.01,0.0,0.0,Summer,No Holiday,Yes,266
07/05/2018,21,19.6,64,1.5,1297,12.5,0.0,0.0,0.0,Spring,No Holiday,Yes,1717
03/03/2018,12,10.7,16,1.7,1657,-14.1,2.56,0.0,0.0,Spring,No Holiday,Yes,605
30/06/2018,11,26.4,71,1.0,430,20.7,1.36,0.0,0.0,Summer,No Holiday,Yes,871
08/03/2018,3,3.8,90,0.8,448,2.3,0.0,2.0,0.0,Spring,No Holiday,Yes,12
13/07/2018,18,30.8,60,2.5,1793,22.1,1.43,0.0,0.0,Summer,No Holiday,Yes,2884
25/07/2018,4,28.5,74,2.6,1549,23.4,0.0,0.0,0.0,Summer,No Holiday,Yes,212
14/08/2018,0,29.3,68,1.6,2000,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,872
05/11/2018,4,8.0,81,0.4,666,4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,107
20/05/2018,8,14.1,38,1.0,2000,0.0,0.72,0.0,0.0,Spring,No Holiday,Yes,524
20/02/2018,23,-0.5,26,3.3,2000,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,242
11/10/2018,20,10.2,46,0.2,2000,-0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1389
29/09/2018,9,18.3,58,1.4,1958,9.8,1.24,0.0,0.0,Autumn,No Holiday,Yes,1076
15/11/2018,12,13.8,43,0.9,987,1.4,1.61,0.0,0.0,Autumn,No Holiday,Yes,942
31/05/2018,21,21.9,60,2.5,1551,13.7,0.0,0.0,0.0,Spring,No Holiday,Yes,2070
18/12/2017,15,1.6,73,0.9,421,-2.7,0.6,0.0,3.2,Winter,No Holiday,Yes,137
31/10/2018,10,7.2,49,2.2,1892,-2.8,1.51,0.0,0.0,Autumn,No Holiday,Yes,717
18/02/2018,8,-4.8,31,0.8,2000,-19.3,0.02,0.0,0.0,Winter,No Holiday,Yes,92
25/12/2017,19,-1.8,41,2.1,2000,-13.3,0.0,0.0,0.0,Winter,Holiday,Yes,184
13/05/2018,5,13.5,98,0.8,105,13.1,0.0,0.0,0.0,Spring,No Holiday,Yes,72
30/04/2018,18,23.0,54,2.9,679,13.1,0.81,0.0,0.0,Spring,No Holiday,Yes,2558
04/01/2018,23,-4.0,48,1.5,1536,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,221
10/06/2018,12,23.2,50,2.2,1988,12.1,2.45,0.0,0.0,Summer,No Holiday,Yes,1442
07/11/2018,12,13.2,77,1.3,589,9.2,0.5,0.0,0.0,Autumn,No Holiday,Yes,697
06/12/2017,21,1.1,92,0.5,235,0.0,0.0,0.7,1.0,Winter,No Holiday,Yes,165
15/10/2018,23,14.1,74,1.5,486,9.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,914
27/01/2018,9,-15.1,49,1.1,1401,-23.4,0.2,0.0,0.3,Winter,No Holiday,Yes,105
03/05/2018,2,7.3,86,1.7,2000,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,251
27/09/2018,14,24.6,34,1.5,2000,7.6,2.74,0.0,0.0,Autumn,No Holiday,Yes,1305
27/11/2018,1,4.5,82,0.4,350,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,408
16/06/2018,13,26.2,37,1.2,1936,10.3,3.36,0.0,0.0,Summer,No Holiday,Yes,1704
08/05/2018,16,22.0,41,1.7,2000,8.1,2.04,0.0,0.0,Spring,No Holiday,Yes,1457
17/01/2018,10,4.3,58,0.5,401,-3.2,0.23,0.0,0.0,Winter,No Holiday,Yes,212
05/03/2018,1,7.0,88,2.5,2000,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,23
08/08/2018,1,28.5,80,1.5,1306,24.7,0.0,0.0,0.0,Summer,No Holiday,Yes,700
13/02/2018,11,-0.3,40,3.4,1728,-12.2,1.73,0.0,0.0,Winter,No Holiday,Yes,252
14/05/2018,2,12.1,94,1.6,191,11.1,0.0,0.0,0.0,Spring,No Holiday,Yes,241
08/08/2018,23,29.1,77,0.4,1552,24.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1180
12/06/2018,14,25.6,45,2.2,1961,12.7,1.39,0.0,0.0,Summer,No Holiday,Yes,1246
20/12/2017,3,-8.1,70,1.3,1557,-12.6,0.0,0.0,2.0,Winter,No Holiday,Yes,71
13/11/2018,21,8.5,42,1.1,2000,-3.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1163
09/01/2018,12,-2.7,45,2.4,1707,-13.0,1.05,0.0,0.4,Winter,No Holiday,Yes,262
04/05/2018,4,9.5,66,1.1,1737,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,138
25/01/2018,16,-9.6,31,2.6,1973,-23.6,0.66,0.0,0.5,Winter,No Holiday,Yes,152
11/06/2018,20,19.1,84,1.7,2000,16.3,0.04,0.0,0.0,Summer,No Holiday,Yes,1280
04/10/2018,16,25.1,41,1.0,2000,10.9,1.22,0.0,0.0,Autumn,No Holiday,No,0
05/02/2018,18,-7.6,29,3.5,2000,-22.6,0.16,0.0,0.0,Winter,No Holiday,Yes,388
04/03/2018,6,8.6,96,0.7,224,7.9,0.0,0.2,0.0,Spring,No Holiday,Yes,20
27/12/2017,15,-3.1,16,2.2,2000,-25.4,0.9,0.0,0.0,Winter,No Holiday,Yes,228
24/11/2018,7,1.2,87,1.9,77,-0.7,0.0,0.0,1.3,Autumn,No Holiday,Yes,30
09/05/2018,14,20.7,36,2.2,1788,5.0,3.1,0.0,0.0,Spring,No Holiday,Yes,1186
08/11/2018,11,10.9,95,2.4,519,10.1,0.12,0.0,0.0,Autumn,No Holiday,Yes,25
08/09/2018,10,22.2,43,0.9,1891,9.0,2.09,0.0,0.0,Autumn,No Holiday,Yes,1096
25/08/2018,18,27.1,56,3.0,1987,17.5,0.87,0.0,0.0,Summer,No Holiday,Yes,2080
20/02/2018,14,5.0,20,3.7,1866,-16.1,2.12,0.0,0.0,Winter,No Holiday,Yes,335
14/01/2018,14,3.7,53,0.6,592,-5.0,0.74,0.0,0.0,Winter,No Holiday,Yes,304
07/12/2017,11,2.3,69,1.7,628,-2.8,0.63,0.0,0.6,Winter,No Holiday,Yes,333
06/03/2018,15,10.1,24,1.8,1839,-9.6,2.12,0.0,0.0,Spring,No Holiday,Yes,616
05/08/2018,3,27.3,84,1.7,1089,24.3,0.0,0.0,0.0,Summer,No Holiday,Yes,401
09/06/2018,18,27.3,42,1.2,2000,13.2,0.19,0.0,0.0,Summer,No Holiday,Yes,1934
15/01/2018,9,3.9,86,1.7,399,1.7,0.11,0.2,0.0,Winter,No Holiday,Yes,303
02/04/2018,12,20.8,50,2.0,1240,9.9,1.82,0.0,0.0,Spring,No Holiday,Yes,818
23/10/2018,12,11.5,90,1.2,973,9.9,0.06,5.0,0.0,Autumn,No Holiday,Yes,363
01/06/2018,16,29.9,34,3.2,1912,12.3,2.46,0.0,0.0,Summer,No Holiday,Yes,1488
08/01/2018,18,1.5,70,2.5,638,-3.3,0.0,0.0,0.0,Winter,No Holiday,Yes,316
01/04/2018,5,12.3,65,0.5,1085,5.8,0.0,0.0,0.0,Spring,No Holiday,Yes,96
05/10/2018,22,16.2,92,2.6,1771,14.8,0.0,1.5,0.0,Autumn,No Holiday,Yes,23
07/01/2018,7,-5.6,58,0.9,1368,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes,60
15/04/2018,7,5.8,83,1.1,733,3.1,0.15,0.0,0.0,Spring,No Holiday,Yes,223
07/03/2018,22,7.2,60,1.4,1928,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,147
21/10/2018,19,14.9,46,1.4,1455,3.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1464
05/08/2018,0,28.0,82,1.4,1221,24.6,0.0,0.0,0.0,Summer,No Holiday,Yes,983
10/09/2018,18,25.9,42,1.1,2000,11.9,0.48,0.0,0.0,Autumn,No Holiday,Yes,3298
